NAME OF SERVICE,TRANSMISSION CATEGORY,FEATURED ARTIST,SOUND RECORDING TITLE,ALBUM TITLE,MARKETING LABEL,ISRC,ACTUAL TOTAL PERFORMANCES,PLAY FREQUENCY
BAGeL Radio,A,Forever Now,Forever Now  - Psychedelic Furs,,,,428,3
BAGeL Radio,A,Psychedelic Furs,Forever Now -Forever Now,,,,90,1
BAGeL Radio,A,Tenci,Forgot My Horse's Name -My Heart Is An Open Field,,,,106,1
BAGeL Radio,A,Art Brut,Formed a Band -Bang Bang Rock And Roll,,,,94,1
BAGeL Radio,A,The Thermals,Forward -Fuckin A,,,,172,1
BAGeL Radio,A,Death Becomes Even The Maiden,Frames -Death Becomes Even The Maiden,,,,96,1
BAGeL Radio,A,Baxter Dury,Francesca's Party -Floorshow,,,,123,1
BAGeL Radio,A,The Lemonheads,Frank Mills -It's A Shame About Ray,,,,122,1
BAGeL Radio,A,Free Energy,Free Energy -Free Energy EP,,,,105,1
BAGeL Radio,A,Protomartyr,Free Supper -No Passion All Technique,,,,136,1
BAGeL Radio,A,Kutosis,French Canadian Girls -Dream It Away,,,,110,1
BAGeL Radio,A,Wieuca,Friendster -Local Celebrity [EP],,,,81,1
BAGeL Radio,A,Chemtrails,Frightful in the Sunlight -The Peculiar Smell of the Inevitable,,,,115,1
BAGeL Radio,A,Black Marble,Frisk -It's Immaterial,,,,87,1
BAGeL Radio,A,Mister Loveless,From Burning Bridges -Three Words,,,,177,1
BAGeL Radio,A,The Wonder Stuff,From The Midlands With Love -Oh No It's... The Wonder Stuff,,,,152,1
BAGeL Radio,A,Throwing Muses,Frosting -Sun Racket,,,,114,1
BAGeL Radio,A,K-Holes,Frozen Stiff -Dismania,,,,103,1
BAGeL Radio,A,Deep Dark Robot,"Fuck You, Stupid Bitch -8 Songs About A Girl",,,,120,1
BAGeL Radio,A,Oasis,Fuckin' In The Bushes -Standing On The Shoulder Of Giants,,,,179,1
BAGeL Radio,A,of Montreal,Fugitive Air -Lousy with Sylvianbriar,,,,130,1
BAGeL Radio,A,Burial (Single Edit),Furrows-Fisher King,,,,132,1
BAGeL Radio,A,Man Man,Future Peg -Dream Hunting in the Valley of the In-Between,,,,105,1
BAGeL Radio,A,Nana Grizol,Future Version -South Somewhere Else,,,,78,1
BAGeL Radio,A,P.H.F,GLUE -I Hate Myself,,,,106,1
BAGeL Radio,A,Black Francis,Garbage Heap -Svn Fngrs,,,,93,1
BAGeL Radio,A,wimps,Garbage People -Garbage People,,,,117,1
BAGeL Radio,A,Overlake,Gardener's Bell -Fall,,,,151,1
BAGeL Radio,A,The Pack A.D.,Gas Station Food -It was fun while it lasted,,,,202,2
BAGeL Radio,A,Heartless Bastards,Gates of Dawn -Gates of Dawn [Single],,,,120,1
BAGeL Radio,A,Devo,Gates of Steel -Freedom of Choice,,,,87,1
BAGeL Radio,A,Fantasies / Survival,Geese-Projector,,,,93,1
BAGeL Radio,A,Low Era (Radio Edit),Geese-Projector,,,,83,1
BAGeL Radio,A,L.A. Witch,Gen-Z -Play With Fire,,,,106,1
BAGeL Radio,A,Dowsing,Gengar! Gengar! Gengar! -It's Still Pretty Terrible,,,,97,1
BAGeL Radio,A,Twin River,Get Gone -Should The Light Go Out,,,,170,1
BAGeL Radio,A,Beastie Boys,Get It Together -Ill Communication,,,,104,1
BAGeL Radio,A,Barry Adamson,Get Your Mind Right -I Will Set You Free,,,,130,1
BAGeL Radio,A,The Beatles,Getting Better -Sgt. Pepper's Lonely Hearts Club Band,,,,125,1
BAGeL Radio,A,PINS,Ghosting -Hot Slick,,,,126,1
BAGeL Radio,A,Pixies,Gigantic -Surfer Rosa,,,,102,1
BAGeL Radio,A,The Sisters Of Mercy,Gimme Shelter -Some Girls Wander By Mistake,,,,122,1
BAGeL Radio,A,Outrageous Cherry,Girl You Have Magic Inside Of You -The Coolest Songs In The World Vol. 2,,,,102,1
BAGeL Radio,A,Parklife,Girls & Boys  - Blur,,,,268,2
BAGeL Radio,A,Blur,Girls & Boys -Parklife,,,,52,1
BAGeL Radio,A,Walter Meego,Girls -Voyager,,,,89,1
BAGeL Radio,A,American Wrestlers,Give Up -Goodbye Terrible Youth,,,,100,1
BAGeL Radio,A,Robert Pollard,Give Up The Grape -Normal Happiness,,,,85,1
BAGeL Radio,A,The Black Hollies,Gloomy Monday Morning -Softly Towards The Light,,,,92,1
BAGeL Radio,A,Virals,Gloria -Coming Up With The Sun EP,,,,105,1
BAGeL Radio,A,The Shivas,Gloria -Dark Thoughts,,,,100,1
BAGeL Radio,A,Valentine,Glory  - Snail Mail,,,,193,2
BAGeL Radio,A,Snail Mail,Glory -Valentine,,,,572,6
BAGeL Radio,A,Portishead,Glory Box -Dummy,,,,154,1
BAGeL Radio,A,Finn Riggins,"Glove Comprtmnt -A Soldier, A Saint, An Ocean Explorer",,,,158,1
BAGeL Radio,A,Sondre Lerche,Go Right Ahead -Sondre Lerche,,,,128,1
BAGeL Radio,A,Raw Milk,God Damn Near -Cigarettes & Drugs,,,,96,1
BAGeL Radio,A,Nick Diamonds,God Internet -City Of Quartz,,,,118,1
BAGeL Radio,A,M83,God Of Thunder -America,,,,115,1
BAGeL Radio,A,Sonic Hearts Foundation,Godspeed -The Light Of The Future Sun,,,,135,1
BAGeL Radio,A,Year Of The Spider,Godstone  - Shannon And The Clams,,,,212,2
BAGeL Radio,A,Shannon And The Clams,Godstone -Year Of The Spider,,,,554,5
BAGeL Radio,A,Guilty Giraffe,Going to California -Server Error,,,,111,1
BAGeL Radio,A,FM Belfast,Gold -Brighter Days,,,,137,1
BAGeL Radio,A,The Hoot Hoots,Gone Far -COLORPUNCH,,,,150,1
BAGeL Radio,A,The Raveonettes,Gone Forever -In And Out Of Control,,,,96,1
BAGeL Radio,A,Illusions (feat. Ade Blackburn of Clinic),Gone To Color-Gone To Color,,,,270,2
BAGeL Radio,A,The Dø,Gonna Be Sick! -Both Ways Open Jaws,,,,128,1
BAGeL Radio,A,Eternal Summers,Good As You -Correct Behavior,,,,158,1
BAGeL Radio,A,Country,Good Morning-Barnyard,,,,98,1
BAGeL Radio,A,Depends On What I Know,Good Morning-Barnyard,,,,63,1
BAGeL Radio,A,Yng_Shldn,Good Morning-Barnyard,,,,106,1
BAGeL Radio,A,Yaz,Goodbye 70's -Upstairs at Eric's,,,,110,1
BAGeL Radio,A,Broadcast,Goodbye Girls -Tender Buttons,,,,63,1
BAGeL Radio,A,The Delta Mirror,Goodbye Horses -Better Unsung,,,,150,1
BAGeL Radio,A,X,"Goodbye Year, Goodbye -Alphabetland",,,,87,1
BAGeL Radio,A,Low Low Low La La La Love Love Love,Goodnight Louisa -Ends Of June,,,,89,1
BAGeL Radio,A,The Trashed Romeos,Gotta Find A New Love -Where Dreamers Never Go,,,,427,3
BAGeL Radio,A,Ty Segall,Gotta Get Up -Segall Smeagol [EP],,,,146,1
BAGeL Radio,A,Pixies,Gouge Away -Doolittle,,,,146,1
BAGeL Radio,A,Easier 2 Say,Grady Strange-Getting Stranger,,,,69,1
BAGeL Radio,A,I Listen To Your Radio Show At Night,Grady Strange-Getting Stranger,,,,80,1
BAGeL Radio,A,Fantasy Island,Grand Finale  - Clinic,,,,353,3
BAGeL Radio,A,Clinic,Grand Finale -Fantasy Island,,,,409,4
BAGeL Radio,A,The Beastie Boys,Gratitude -Check Your Head,,,,103,1
BAGeL Radio,A,Tereu Tereu,Gratitude -Quadrants,,,,95,1
BAGeL Radio,A,M83,Graveyard Girl -Saturdays=Youth,,,,120,1
BAGeL Radio,A,The Notwist,"Gravity -The Devil, You + Me",,,,122,1
BAGeL Radio,A,Elbow,Great Expectations -Leaders Of The Free World,,,,113,1
BAGeL Radio,A,Sonny & The Sunsets,Green Blood -Antenna to the Afterworld,,,,94,1
BAGeL Radio,A,Ned's Atomic Dustbin,Grey Cell Green -God Fodder,,,,100,1
BAGeL Radio,A,The Damned,Grimly Fiendish -Phantasmagoria,,,,147,1
BAGeL Radio,A,IDLES,Grounds -Ultra Mono,,,,99,1
BAGeL Radio,A,Elbow,Grounds For Divorce -The Seldom Seen Kid,,,,134,1
BAGeL Radio,A,Little Girls,Growing -Concepts,,,,148,1
BAGeL Radio,A,Midnight Swim,Guardian Singles-Guardian Singles,,,,86,1
BAGeL Radio,A,Tea Lights Exploding,Guardian Singles-Guardian Singles,,,,80,1
BAGeL Radio,A,Comfort To Me,Guided By Angels  - Amyl and The Sniffers,,,,420,3
BAGeL Radio,A,Amyl and The Sniffers,Guided By Angels -Comfort To Me,,,,371,4
BAGeL Radio,A,High in the Rain,Guided By Voices-It's Not Them. It Couldn't Be Them. It Is Them!,,,,98,1
BAGeL Radio,A,My (Limited) Engagement,Guided By Voices-It's Not Them. It Couldn't Be Them. It Is Them!,,,,86,1
BAGeL Radio,A,Gogol Bordello,Gypsy Auto Pilot -Pura Vida Conspiracy,,,,188,1
BAGeL Radio,A,Lewis Del Mar,H.D.L. -Lewis Del Mar,,,,91,1
BAGeL Radio,A,"Half In, Half Out","Half In, Half Out  - The Kundalini Genie",,,,215,2
BAGeL Radio,A,The Kundalini Genie,"Half In, Half Out -Half In, Half Out",,,,391,4
BAGeL Radio,A,The Arcade Fire,Half Light II (No Celebration) -The Suburbs,,,,87,1
BAGeL Radio,A,Moscow Apartment,Halfway -Better Daughter (EP),,,,100,1
BAGeL Radio,A,Gliss,Halfway Gone -Kick in Your Heart EP,,,,139,1
BAGeL Radio,A,TV On The Radio,Halfway Home -Dear Science,,,,122,1
BAGeL Radio,A,The Smiths,Handsome Devil -Hatful Of Hollow,,,,122,1
BAGeL Radio,A,Cold War Kids,Hang Me Up To Dry -Robbers & Cowards,,,,104,1
BAGeL Radio,A,Control-R,Happy -RAW,,,,88,1
BAGeL Radio,A,Jacuzzi Boys,Happy Damage -Happy Damage (single),,,,124,1
BAGeL Radio,A,Alex the Astronaut,Happy Song -The Theory of Absolutely Nothing,,,,161,1
BAGeL Radio,A,Shred Flintstone,Happy Song -They're Not There,,,,102,1
BAGeL Radio,A,Röyksopp,Happy Up Here -Junior,,,,86,1
BAGeL Radio,A,The Bewitched Hands,Happy with You -Birds and Drums,,,,153,1
BAGeL Radio,A,Yak,Harbour The Feeling -Alas Salvation,,,,153,2
BAGeL Radio,A,Chook Race,Hard to Clean -Around The House,,,,76,1
BAGeL Radio,A,Coriky,Hard to Explain -Coriky,,,,94,1
BAGeL Radio,A,Clinic,Harmony -Walking With Thee,,,,186,2
BAGeL Radio,A,Wire,Harpooned -WIRE,,,,166,1
BAGeL Radio,A,Diet Cig,Harvard -Over Easy,,,,93,1
BAGeL Radio,A,Sink Tapes,Haskell Heavy Hitters -Window Unit Blues,,,,126,1
BAGeL Radio,A,The Hives,Hate To Say I Told You So -Your New Favourite Band,,,,111,1
BAGeL Radio,A,Redd Kross,Hazel Eyes -Researching the Blues,,,,110,1
BAGeL Radio,A,Local Valley,Head On (Radio Edit)  - José González,,,,216,2
BAGeL Radio,A,José González,Head On (Radio Edit) -Local Valley,,,,522,6
BAGeL Radio,A,No Age,Head Sport Full Face -Goons Be Gone,,,,117,1
BAGeL Radio,A,The Raveonettes,Heart Of Stone -In And Out Of Control,,,,94,1
BAGeL Radio,A,The Wedding Present,Heather -Seamonsters,,,,191,1
BAGeL Radio,A,Psychedelic Furs,Heaven -Mirror Moves,,,,104,1
BAGeL Radio,A,Wavves,Heavy Metal Detox -V,,,,151,1
BAGeL Radio,A,Wilco,Heavy Metal Drummer -Yankee Hotel Foxtrot,,,,158,1
BAGeL Radio,A,Billy Bragg,Help Save The Youth Of America -Talking With The Taxman About Poetry,,,,104,1
BAGeL Radio,A,RVG,Help Somebody -Feral,,,,174,2
BAGeL Radio,A,Matthew Dear,Her Fantasy -Beams,,,,193,1
BAGeL Radio,A,The Brunettes,Her Hairagami Set -Structure & Cosmetics,,,,145,1
BAGeL Radio,A,Tom Petty,Here Comes My Girl -Damn The Torpedoes,,,,105,1
BAGeL Radio,A,Tanya Donelly,Here Comes Your Man -Here Comes Your Man,,,,265,2
BAGeL Radio,A,Nirvana,Here She Comes Now -Heaven & Hell &#8211; A Tribute To The Velvet Underground (Volume One),,,,92,1
BAGeL Radio,A,Nirvana,Here She Comes Now -Heaven & Hell – A Tribute To The Velvet Underground (Volume One),,,,72,1
BAGeL Radio,A,Sports Team,Here's the Thing -Deep Down Happy,,,,290,2
BAGeL Radio,A,Amyl and The Sniffers,Hertz -Comfort To Me,,,,252,3
BAGeL Radio,A,Us & Us Only,Hex -Bored Crusader,,,,92,1
BAGeL Radio,A,The Coathangers,Hey Buddy -The Devil You Know,,,,159,1
BAGeL Radio,A,Other Girls,Hey Fella! You Fell -Perfect Cities,,,,171,1
BAGeL Radio,A,Filter,"Hey Man, Nice Shot -Short Bus",,,,183,1
BAGeL Radio,A,The Regrettes,Hey Now -Hey Now [EP],,,,88,1
BAGeL Radio,A,The Thermals,Hey You -We Disappear,,,,96,1
BAGeL Radio,A,Thee More Shallows,"Hey, Come On! -Dad Jams",,,,104,1
BAGeL Radio,A,Jared Micah And Hats,Hi-5 4 Humanism (traLaLaLa) -T.C.H.T.O.B.,,,,89,1
BAGeL Radio,A,LVL UP,Hidden Driver -Return To Love,,,,120,1
BAGeL Radio,A,Pagiins,Hidden In The Dust -Opium Den Pool Party,,,,143,1
BAGeL Radio,A,Pink Mexico,High Dive -Dump,,,,74,1
BAGeL Radio,A,It's Not Them. It Couldn't Be Them. It Is Them!,High in the Rain  - Guided By Voices,,,,253,2
BAGeL Radio,A,Guided By Voices,High in the Rain -It's Not Them. It Couldn't Be Them. It Is Them!,,,,573,6
BAGeL Radio,A,Brendan Canning,Hit The Wall -Something For All Of Us...,,,,147,1
BAGeL Radio,A,Mates Of State,Hoarding It For Home -Our Constant Concern,,,,114,1
BAGeL Radio,A,Pond,Hobo Rocket -Hobo Rocket,,,,161,1
BAGeL Radio,A,Heaters,Hochelaga -Matterhorn,,,,459,3
BAGeL Radio,A,Beastie Boys,"Hold It Now, Hit It -Licensed To Ill",,,,105,1
BAGeL Radio,A,The Rumors,Hold Me Now -Nuggets: Original Artyfacts From The First Psychedelic Era (Disc 4),,,,208,2
BAGeL Radio,A,The Rumors,Hold Me Now -Pebbles Vol. 8 Southern California 1,,,,194,1
BAGeL Radio,A,Archie Powell & The Exports,Holes -Back in Black,,,,98,1
BAGeL Radio,A,Hayseed Dixie,Holiday -A Hot Piece of Grass,,,,104,1
BAGeL Radio,A,Celebration,Holiday -Celebration,,,,108,1
BAGeL Radio,A,1986,Holiday -Nihilism Is Nothing to Worry About,,,,120,1
BAGeL Radio,A,Happy Mondays,Holiday -Pills 'n' Thrills And Bellyaches,,,,85,1
BAGeL Radio,A,"Albert Hammond, Jr.",Holiday -Yours To Keep,,,,96,1
BAGeL Radio,A,Bottom of the Hudson,Holiday Machine -Holiday Machine,,,,96,1
BAGeL Radio,A,Neutral Milk Hotel,"Holland, 1945 -In the Aeroplane Over the Sea",,,,89,1
BAGeL Radio,A,Elephant Stone,Hollow World -Hollow,,,,164,1
BAGeL Radio,A,Codeine Velvet Club,Hollywood -Codeine Velvet Club,,,,112,1
BAGeL Radio,A,Art vs. Science,Hollywood -Magic Fountain EP,,,,122,1
BAGeL Radio,A,Broken Records,Home -Let Me Come Home,,,,115,1
BAGeL Radio,A,Porridge Radio,Homecoming Song -Every Bad,,,,290,2
BAGeL Radio,A,Sympathy for Life,Homo Sapien  - Parquet Courts,,,,216,2
BAGeL Radio,A,Parquet Courts,Homo Sapien -Sympathy for Life,,,,565,6
BAGeL Radio,A,Pete Shelley,Homosapien -Homosapien,,,,76,1
BAGeL Radio,A,Zoe Zac,Honeybee -Honeybee EP,,,,76,1
BAGeL Radio,A,Courtney Barnett,Hopefulessness -Tell Me How You Really Feel,,,,109,1
BAGeL Radio,A,Psychic Twin,Hopeless -Strange Diary,,,,90,1
BAGeL Radio,A,The Wrens,Hopeless -The Meadowlands,,,,259,2
BAGeL Radio,A,An Horse,Horizons -Rearrange Beds,,,,88,1
BAGeL Radio,A,Curve,Horror Head -Doppelga&#776;nger,,,,95,1
BAGeL Radio,A,Curve,Horror Head -Doppelgänger,,,,81,1
BAGeL Radio,A,A.C. Newman,Hostages -Shut Down the Streets,,,,109,1
BAGeL Radio,A,PINS,Hot Slick -Hot Slick,,,,257,2
BAGeL Radio,A,The Rolling Stones,Hot Stuff -Black And Blue,,,,137,1
BAGeL Radio,A,The Natural History,Hours from My Life -Beat Beat Heartbeat,,,,176,1
BAGeL Radio,A,Lovers,How Beautiful You Are -I Was The East ,,,,89,1
BAGeL Radio,A,Bodega,How Did This Happen?! -Endless Scroll,,,,98,1
BAGeL Radio,A,Modern Fiction,How Lonely Are You?  - Ducks Ltd.,,,,231,2
BAGeL Radio,A,Ducks Ltd.,How Lonely Are You? -Modern Fiction,,,,308,4
BAGeL Radio,A,The Smiths,How Soon Is Now? -Meat is Murder,,,,129,1
BAGeL Radio,A,Peter Perrett,How The West Was Won -How The West Was Won,,,,188,1
BAGeL Radio,A,Wrangler,How To Start A Revolution -A Situation,,,,183,1
BAGeL Radio,A,Mountains & Rainbows,How You Spend Your Time -Particles,,,,163,1
BAGeL Radio,A,Beach Goons,Hrsb -Hoodratscumbags,,,,179,1
BAGeL Radio,A,9,Human Touch  - POND,,,,218,2
BAGeL Radio,A,POND,Human Touch -9,,,,349,5
BAGeL Radio,A,The Growlers,Humdrum Blues -Gilded Pleasures,,,,97,1
BAGeL Radio,A,Tony Molina,Hung Up On The Dream -Confront The Truth,,,,68,1
BAGeL Radio,A,Lil Daggers,"Hungry -7\""",,,,75,1
BAGeL Radio,A,A Weekend In The City,Hunting For Witches  - Bloc Party,,,,212,2
BAGeL Radio,A,Bloc Party,Hunting For Witches -A Weekend In The City,,,,51,1
BAGeL Radio,A,MS MR,Hurricane -Candy Bar Creep Show,,,,194,1
BAGeL Radio,A,Nine Inch Nails,Hurt -The Downward Spiral,,,,88,1
BAGeL Radio,A,Tommy and the Commies,Hurtin' 4 Certain -Hurtin' 4 Certain [EP],,,,105,1
BAGeL Radio,A,James,Hymn From A Village -James II [EP],,,,103,1
BAGeL Radio,A,TV or Not TV,I Am Who I Think You Think I Am  - Liily,,,,455,3
BAGeL Radio,A,Liily,I Am Who I Think You Think I Am -TV or Not TV,,,,725,6
BAGeL Radio,A,Cult Hero,I Dig You -I'm A Cult Hero (single),,,,132,1
BAGeL Radio,A,Fontaines D.C.,I Don't Belong -A Hero's Death,,,,80,1
BAGeL Radio,A,Ghost Wave,I Don't Mind -Ages,,,,92,1
BAGeL Radio,A,Headlights,I Don't Mind At All -Wildlife,,,,105,1
BAGeL Radio,A,Mal Blum,I Don't Want To -Pity Boy,,,,110,1
BAGeL Radio,A,Green Buzzard,I Don't Want To Be Alone -Amidst the Clutter & Mess,,,,96,1
BAGeL Radio,A,Alphabetland,I Gotta Fever  - X,,,,198,2
BAGeL Radio,A,X,I Gotta Fever -Alphabetland,,,,128,2
BAGeL Radio,A,The Mutt's Nuts,I Hate The Radio  - Chubby and the Gang,,,,360,3
BAGeL Radio,A,Chubby and the Gang,I Hate The Radio -The Mutt's Nuts,,,,450,4
BAGeL Radio,A,Rob Crow,I Hate You -Living Well,,,,87,1
BAGeL Radio,A,I Have So Much Love To Give,I Have So Much Love To Give  - Occurrence,,,,230,2
BAGeL Radio,A,Occurrence,I Have So Much Love To Give -I Have So Much Love To Give,,,,475,5
BAGeL Radio,A,The Spook School,I Hope She Loves You -Could It Be Different?,,,,85,1
BAGeL Radio,A,Erica Nockalls,I Know (feat. Jah Wobble) -Dark Music From A Warm Place,,,,74,1
BAGeL Radio,A,Black Needle Noise,I Know What Boys Like -These Mortal Covers,,,,99,1
BAGeL Radio,A,I LIKE YOU [EP],I Like U  - NRVS,,,,240,2
BAGeL Radio,A,NRVS,I Like U -I LIKE YOU [EP],,,,376,4
BAGeL Radio,A,Getting Stranger,I Listen To Your Radio Show At Night  - Grady Strange,,,,192,2
BAGeL Radio,A,Grady Strange,I Listen To Your Radio Show At Night -Getting Stranger,,,,463,5
BAGeL Radio,A,The Thermals,"I Might Need For You To Kill -The Body, The Blood, The Machine",,,,169,1
BAGeL Radio,A,Plague Vendor,I Only Speak In Friction -I Only Speak In Friction (single),,,,113,1
BAGeL Radio,A,Radiohead,I Promise (Remastered) -OK Computer: OKNOTOK,,,,117,1
BAGeL Radio,A,The Black Lips,I Saw A Ghost (Lean) -Good Bad Not Evil,,,,91,1
BAGeL Radio,A,Stornoway,I Saw You Blink -Beachcomber's Windowsill,,,,96,1
BAGeL Radio,A,Brilliant Colors,I Searched -Introducing,,,,74,1
BAGeL Radio,A,The Soft Province,I See Two Eyes -The Soft Province,,,,104,1
BAGeL Radio,A,Ty Segall,I Sing Them -First Taste,,,,101,1
BAGeL Radio,A,Frank Turner,I Still Believe -England Keep My Bones,,,,109,1
BAGeL Radio,A,RVG,I Used To Love You -Feral,,,,100,1
BAGeL Radio,A,The Ramones,I Wanna Be Your Boyfriend -Ramones,,,,106,1
BAGeL Radio,A,Crocodiles,I Wanna Kill -Summer Of Hate,,,,134,1
BAGeL Radio,A,Best Coast,I Wanna Know -Fade Away,,,,183,1
BAGeL Radio,A,Jessica Lea Mayfield,I Wanna Love You -Make My Head Sing,,,,430,3
BAGeL Radio,A,Bow Wow Wow,I Want Candy (Kevin Shields Remix) -Marie Antoinette [Disc 1],,,,93,1
BAGeL Radio,A,Catherine Wheel,I Want To Touch You -Ferment,,,,89,1
BAGeL Radio,A,Scooterbabe,I Want To Write Your Name Across The Sky in Big Clumsy Strokes (Bonus Track) -The Sorrow You've Been Toting Around,,,,103,1
BAGeL Radio,A,Trait,I Will Refuse  - Pailhead,,,,234,2
BAGeL Radio,A,Pailhead,I Will Refuse -Trait,,,,43,1
BAGeL Radio,A,Our Girl,I Wish It Was Sunday -Stranger Today,,,,123,1
BAGeL Radio,A,Enjoy the View,I Wish You Well  - We Were Promised Jetpacks,,,,100,1
BAGeL Radio,A,We Were Promised Jetpacks,I Wish You Well -Enjoy the View,,,,571,5
BAGeL Radio,A,Grandfather Child,I Would Like To Thank The Universe / Planet Earth -Grandfather Child,,,,271,2
BAGeL Radio,A,Yellow Pills,I don't really like you anymore like as a person -Machines That Go Beep,,,,69,1
BAGeL Radio,A,Potty Mouth,I&#8217;ve Got A Feeling -Saving For A Custom Van,,,,108,1
BAGeL Radio,A,Ty Segall,I'm A Man -Fudge Sandwich,,,,100,1
BAGeL Radio,A,Blondie,I'm Gonna Love You Too -Parallel Lines,,,,112,1
BAGeL Radio,A,Shimmering Stars,I'm Gonna Try -Violent Hearts,,,,95,1
BAGeL Radio,A,King Gizzard & The Lizard Wizard,I'm In Your Mind Fuzz -I'm In Your Mind Fuzz,,,,181,1
BAGeL Radio,A,Sonic Youth,I'm Insane -Bad Moon Rising,,,,149,1
BAGeL Radio,A,Crocodiles,I'm Sick -Dreamless,,,,110,1
BAGeL Radio,A,The Clash,I'm So Bored With The U.S.A. -The Clash,,,,86,1
BAGeL Radio,A,TOY,I'm Still Believing -Clear Shot,,,,83,1
BAGeL Radio,A,Massage,I'm Trying -Oh Boy,,,,97,1
BAGeL Radio,A,Mikal Cronin,I've Got Reason -Seeker,,,,93,1
BAGeL Radio,A,The Replacements,I.O.U. -Pleased To Meet Me,,,,88,1
BAGeL Radio,A,Car Crash,IDLES-CRAWLER,,,,233,2
BAGeL Radio,A,Crawl!,IDLES-CRAWLER,,,,95,1
BAGeL Radio,A,Meds,IDLES-CRAWLER,,,,77,1
BAGeL Radio,A,Light Asylum,IPC -Light Asylum,,,,115,1
BAGeL Radio,A,Hüsker Dü,Ice Cold Ice -Warehouse: Songs and Stories,,,,104,1
BAGeL Radio,A,Goblin Cock,Ichiro's Dilema -Bagged and Boarded (advance),,,,185,1
BAGeL Radio,A,[the] caseworker,Identity AA1 -When I Was A Young King,,,,179,1
BAGeL Radio,A,The Chats,Identity Theft -High Risk Behavior,,,,104,1
BAGeL Radio,A,The Shivas,If I Could Choose -Feels So Good // Feels So Bad,,,,185,2
BAGeL Radio,A,The Beatles,If I Needed Someone -Rubber Soul,,,,88,1
BAGeL Radio,A,The Flaming Lips,If I Only Had A Brain -Stubbs The Zombie,,,,102,1
BAGeL Radio,A,Enjoy the View,If It Happens  - We Were Promised Jetpacks,,,,258,2
BAGeL Radio,A,We Were Promised Jetpacks,If It Happens -Enjoy the View,,,,63,1
BAGeL Radio,A,King Gizzard & The Lizard Wizard,"If Not Now, Then When -L.W.",,,,117,1
BAGeL Radio,A,Goldspot,If The Hudson Overflows -Aerogramme,,,,188,1
BAGeL Radio,A,Orchestral Manoeuvres In The Dark,If You Leave -Architecture & Morality,,,,109,1
BAGeL Radio,A,Sonic Avenues,Illusions (The System) -Disconnector,,,,84,1
BAGeL Radio,A,Gone To Color,Illusions (feat. Ade Blackburn of Clinic)  - Gone To Color,,,,242,2
BAGeL Radio,A,Gone To Color,Illusions (feat. Ade Blackburn of Clinic) -Gone To Color,,,,673,6
BAGeL Radio,A,Death Vessel,Ilsa Drown (feat. Jónsi) -Island Intervals,,,,137,1
BAGeL Radio,A,Miss Grit,Impostor -Impostor [EP],,,,181,1
BAGeL Radio,A,En Attendant Ana,In / Out -Juillet,,,,120,1
BAGeL Radio,A,Jackie and The Treehorns,In No Condition To Explain -Do You Mind If I  Wear A Clown Mask?,,,,160,1
BAGeL Radio,A,Hookworms,In Our Time -Pearl Mystic,,,,112,1
BAGeL Radio,A,Squeeze,In Quintessence -East Side Story,,,,93,1
BAGeL Radio,A,Kristin Hersh,In Stitches -Wyatt at the Coyote Palace,,,,83,1
BAGeL Radio,A,Muuy Biien,In The Pits -Age Of Uncertainty,,,,74,1
BAGeL Radio,A,Surf City,In Times Of Approach -Kudos,,,,104,1
BAGeL Radio,A,A Place To Bury Strangers,In Your Heart -In Your Heart,,,,94,1
BAGeL Radio,A,Coriky,Inauguration Day -Coriky,,,,137,1
BAGeL Radio,A,Strawberry Alarm Clock,Incense And Peppermints -Incense And Peppermints,,,,122,1
BAGeL Radio,A,Infinity (single),Infinity (For Chris Corner) feat. Pixalino  - Five Pence Game,,,,214,2
BAGeL Radio,A,Five Pence Game,Infinity (For Chris Corner) feat. Pixalino -Infinity (single),,,,497,4
BAGeL Radio,A,Jesus Jones,Info Freako -Liquidizer,,,,87,1
BAGeL Radio,A,The Disgruntled Taxpayers,Insecure Men -$5 Toaster,,,,110,1
BAGeL Radio,A,The Jesus & Mary Chain,Inside Me -Psychocandy,,,,87,1
BAGeL Radio,A,Ghost King,Inside Out -Melting Sky/Inside Out,,,,81,1
BAGeL Radio,A,The Notwist,Into Another Tune -Close To The Glass,,,,134,1
BAGeL Radio,A,Cartesian Jetstream,Invisible Ink -Ancestors,,,,183,1
BAGeL Radio,A,Exitmusic,Iowa (tedit) -The Recognitions,,,,111,1
BAGeL Radio,A,The Smiths,Is It Really So Strange? -Louder Than Bombs,,,,65,1
BAGeL Radio,A,The Strokes,Is This It -Is This It?,,,,91,1
BAGeL Radio,A,Clap Your Hands Say Yeah!,Is This Love? -Clap Your Hands Say Yeah!,,,,107,1
BAGeL Radio,A,Hot Hot Heat,Island Of The Honest Man -Elevator,,,,131,1
BAGeL Radio,A,Gang Of Four,Isle of Dogs -What Happens Next,,,,107,1
BAGeL Radio,A,Hope Sandoval And The Warm Inventions,Isn't It True -Until The Hunter,,,,99,1
BAGeL Radio,A,White Denim,It Might Get Dark -Performance,,,,121,1
BAGeL Radio,A,Welcome Break,It Should Have Been Fun  - Pip Blom,,,,237,2
BAGeL Radio,A,Pip Blom,It Should Have Been Fun -Welcome Break,,,,328,3
BAGeL Radio,A,Chime School,It&#8217;s True  - Chime School,,,,184,2
BAGeL Radio,A,Chime School,It&#8217;s True -Chime School,,,,389,4
